taxi_group_name,driver_full_name,disabled,deleted,vehicle_brand,experience_group,awards,endurance_score,profitability_score,safety_adherence_score,efficiency_score,no_of_1_star_rating,no_of_2_star_rating,no_of_3_star_rating,no_of_4_star_rating,no_of_5_star_rating
"Martin, Clayton and Peters",Adrian Dennis,0,0,0,2,0,-0.0357046,0.349991,-0.0844349,-0.959909,18,47,55,8,5
"Martin, Clayton and Peters",Joel Roberts,0,1,0,4,0,-0.423033,-0.271177,0.586284,-1.1175,17,33,63,12,6
"Martin, Clayton and Peters",Edward Kelly,0,0,2,3,0,0.314126,-0.274241,0.541913,0.475191,13,36,34,23,9
"Martin, Clayton and Peters",Marcus Stanley,0,0,16,3,0,0.0480227,0.992505,3.32692,-0.694729,14,26,65,18,16
"Martin, Clayton and Peters",Catherine Waters,0,0,10,5,1,0.816492,1.42665,0.492083,1.13964,12,17,28,56,48
"Martin, Clayton and Peters",Mitchell Thomas,0,0,12,6,0,-0.962584,-0.984152,-0.990095,-0.161995,14,16,28,34,32
"Martin, Clayton and Peters",Suzanne Dixon,0,1,9,1,0,-0.0714363,-0.797128,1.22931,-0.330654,14,28,40,9,6
"Martin, Clayton and Peters",Amber Spencer,0,0,12,2,0,7.23201,-2.20606,-2.09299,-0.45812,5,4,13,54,52
"Martin, Clayton and Peters",Gregory Brown,0,0,17,5,0,0.817138,-0.241754,0.519597,1.41112,1,6,7,51,49
"Martin, Clayton and Peters",Naomi King,0,0,17,4,0,-0.084124,-0.232947,-0.00735475,0.870876,9,12,39,33,34
"Mahmood, McDonald and Wade",Adrian Pearce,0,0,16,3,0,-1.08032,-0.641409,0.235265,-1.35709,-4,3,6,57,63
"Mahmood, McDonald and Wade",Leslie Taylor,0,0,9,3,0,0.119236,0.272971,-0.230967,1.8684,5,7,14,45,32
"Mahmood, McDonald and Wade",Kimberley Wright,0,1,6,2,0,-0.908918,-0.068882,-1.19128,0.49059,8,8,12,59,58
"Mahmood, McDonald and Wade",Joan Hughes,0,1,4,6,0,1.308,-0.256322,-0.00177184,-1.33908,17,34,71,3,5
"Mahmood, McDonald and Wade",Diane Barnes,0,0,11,5,0,0.0164318,-0.818214,-1.32134,1.1803,13,28,39,20,32
"Mahmood, McDonald and Wade",Abdul Davis,0,0,15,1,0,-1.18726,-0.0239293,0.884634,-1.63376,5,12,10,50,46
"Mahmood, McDonald and Wade",Kate Simpson,1,0,11,5,0,-1.27483,-0.836337,-0.734461,-0.782012,2,3,8,56,45
"Mahmood, McDonald and Wade",Christopher Fisher,0,0,6,4,0,-0.112448,-0.102116,-0.70421,0.478831,5,20,36,23,22
"Mahmood, McDonald and Wade",Julia Martin,0,0,6,4,1,0.827513,0.3493,1.05443,0.305001,3,11,16,53,60
"Mahmood, McDonald and Wade",Pauline Williams,0,0,16,6,0,-0.436505,-0.943231,2.47154,-0.189202,7,22,33,29,35
"Mahmood, McDonald and Wade",Ellie Pratt,0,0,14,1,0,1.22015,0.579197,0.890116,1.07142,-1,1,3,67,54
"Mahmood, McDonald and Wade",Craig Lee,0,0,10,5,0,0.676632,1.31447,0.283073,-0.554053,17,29,37,20,20
"Mahmood, McDonald and Wade",Roy Barnes,0,1,16,3,0,0.384155,2.02999,2.36746,1.47067,11,15,23,28,31
"Mahmood, McDonald and Wade",Sam Thomas,0,0,3,5,0,0.196794,0.600286,-0.373443,1.66533,6,20,30,32,45
"Mahmood, McDonald and Wade",John Brown,0,0,10,4,0,0.27293,0.525605,1.58436,0.940948,15,22,29,34,33
"Mahmood, McDonald and Wade",Yvonne Clarke,0,0,15,4,0,1.05282,2.71208,-0.461504,-0.258586,13,21,38,10,19
"Mahmood, McDonald and Wade",Paige Evans,0,0,8,3,0,-1.1551,-0.265043,1.8999,-1.51543,21,44,56,4,9
"Mahmood, McDonald and Wade",Justin Wade,0,0,14,4,0,-0.131095,1.35944,-0.252935,0.339087,9,14,20,59,46
"Mahmood, McDonald and Wade",Stanley Whitehead,0,0,0,5,0,0.0598237,0.0022085,-0.426312,1.34001,14,27,35,38,22
"Mahmood, McDonald and Wade",Hugh Williams,0,0,9,1,0,0.419585,0.609752,1.47811,0.382677,5,17,24,37,53
"Mahmood, McDonald and Wade",James Doyle,0,0,15,6,0,0.344577,-0.65144,-0.860937,-0.676939,14,16,38,40,41
"Mahmood, McDonald and Wade",Joe Hughes,0,0,17,4,0,0.361705,-0.897348,-0.896948,-1.25843,3,13,22,31,37
"Mahmood, McDonald and Wade",Aimee Blake,0,0,2,6,0,0.813501,0.643567,-0.0274028,0.501019,13,18,42,22,36
"Mahmood, McDonald and Wade",Josephine Stevens,0,0,17,2,0,-0.133477,0.000269157,0.196185,-0.393343,17,36,45,14,11
"Mahmood, McDonald and Wade",Helen Stokes,0,0,2,1,0,0.856138,1.65815,0.709038,0.484367,11,19,24,28,29
"Mahmood, McDonald and Wade",Graeme Reynolds,0,0,2,3,0,1.03375,1.73184,0.265907,1.18663,10,27,40,15,26
"Williams, Webb and Gibson",Lawrence Mason,0,0,0,2,0,-0.817696,-0.393327,0.580982,-1.83557,5,15,32,45,29
"Williams, Webb and Gibson",Joe Fleming,0,0,2,3,1,1.4786,3.09873,0.774314,1.53472,4,6,15,62,55
"Williams, Webb and Gibson",Alexandra Bradshaw,0,0,14,5,0,-0.610121,-0.656731,-0.534309,-1.23361,8,33,30,19,17
"Williams, Webb and Gibson",Kayleigh Williams,0,0,3,2,0,0.112198,-0.646481,-0.661758,-0.849129,17,32,62,8,15
"Bruce, Read and Wall",Sara Evans,0,0,17,2,1,1.20212,-0.218543,1.37341,0.494214,4,4,11,49,60
"Bruce, Read and Wall",Paula Smith,1,0,13,1,0,-0.390927,-0.183027,-0.484186,-0.0800438,24,35,41,18,15
"Bruce, Read and Wall",Philip Johnson,0,1,8,4,1,3.0822,1.18374,0.811704,0.651511,6,13,18,36,35
"Bruce, Read and Wall",Hollie Clark,0,0,0,3,0,-1.11967,-1.49049,-1.40971,-0.108596,3,5,10,46,50
"Bruce, Read and Wall",James Carroll,0,0,3,1,0,-0.0915946,-0.474899,-0.432766,2.07741,15,20,29,34,35
"Bruce, Read and Wall",Mohamed Clayton,0,0,15,1,0,-0.292466,1.02319,1.07165,0.477746,14,24,43,28,34
"Bruce, Read and Wall",Sharon Hughes,0,0,13,1,0,-0.237927,-0.237027,-0.459186,-0.196044,21,33,40,14,16
"Bruce, Read and Wall",Garry Lewis,0,0,17,3,0,-0.91988,0.371683,-1.73519,-0.208425,13,21,44,24,21
"Bruce, Read and Wall",Ellie Lane,0,0,17,5,0,-0.530393,-1.13251,-0.693846,-0.877325,22,35,40,12,11
"Bruce, Read and Wall",Elliott Morris,0,0,4,6,0,-0.663618,-1.13876,-0.797336,-0.483073,20,37,55,19,15
"Bruce, Read and Wall",Aimee Smith,0,0,2,5,1,2.17379,1.34119,0.505752,0.9245,0,9,13,34,41
"Bruce, Read and Wall",Beverley Smith,0,0,11,3,0,0.0107845,-1.21449,-0.690606,-1.50966,6,7,0,32,45
"Powell, Hall and Winter",Martin Thorpe,0,0,11,5,0,0.0635785,0.493742,0.386151,0.335829,15,21,34,29,27
"Powell, Hall and Winter",Toby Skinner,0,0,17,1,0,-0.548238,1.61814,1.3465,0.23379,19,35,44,10,27
"Powell, Hall and Winter",Josephine Burton,0,0,12,3,0,-1.30173,-1.58567,-1.13822,-0.350133,9,22,20,44,43
Hargreaves LLC,Jemma Hall,0,0,12,2,0,-0.565276,-1.73013,-1.22382,0.291449,11,16,20,39,50
Hargreaves LLC,Jacob Taylor,0,0,8,4,0,-0.960271,0.707947,2.01665,-0.829752,19,37,53,14,12
Hargreaves LLC,John Lynch,0,0,9,5,0,0.208029,0.13466,-0.121379,-0.339447,7,29,38,25,20
Hargreaves LLC,Frank Read,0,0,1,2,0,-0.494904,0.466927,-0.563245,1.67107,10,16,21,39,43
Hargreaves LLC,Luke Parkinson,0,0,13,4,0,-0.036156,0.269304,1.22307,0.968777,9,29,42,27,37
Hargreaves LLC,Laura Shaw,0,0,12,2,0,7.29101,-2.11306,-2.10199,-0.39712,7,3,12,51,49
Hargreaves LLC,Derek James,0,0,17,4,0,0.473488,0.0776352,0.229003,0.323743,4,13,20,33,47
Hargreaves LLC,Molly Oliver,0,0,5,4,0,-0.0643519,0.949827,-0.211398,0.767927,16,23,36,21,26
Hargreaves LLC,David Hewitt,0,1,14,1,0,-0.440621,-0.959246,-0.836255,-0.877323,16,20,34,29,34
Hargreaves LLC,Jacqueline Clarke,0,0,12,2,0,0.70069,0.0750091,0.525693,-0.189928,12,27,49,25,20
Hargreaves LLC,Dominic Fleming,0,0,15,5,0,0.115863,0.805217,1.06236,-1.60224,16,39,62,15,12
Hargreaves LLC,Tom Cook,0,0,15,5,0,0.109863,0.720217,1.00736,-1.64924,12,38,62,14,12
Hargreaves LLC,Ellie Johnson,0,0,7,6,0,-1.09793,-1.48416,-1.34217,-0.48895,11,32,41,20,13
Hargreaves LLC,Kathleen Williams,0,0,17,1,0,-0.37074,-0.0887105,0.320899,1.55593,14,21,25,50,29
Hargreaves LLC,Joanna Ward,0,0,0,4,0,0.108219,0.377234,-0.69513,-0.0651972,19,26,58,22,12
Hargreaves LLC,Alexander Randall,0,0,13,1,0,-0.151164,0.244502,1.53534,-0.313652,23,40,57,12,7
Hargreaves LLC,Geraldine Doyle,0,1,3,4,0,-0.768714,-0.458207,1.05625,0.703818,10,11,19,41,44
Hargreaves LLC,Stacey Brookes,0,0,17,2,0,-0.115477,-0.0517308,0.176185,-0.350343,21,38,45,15,13
Hargreaves LLC,Linda Ellis,0,0,6,1,0,0.254469,0.715114,0.230399,1.03373,0,6,13,63,58
Hargreaves LLC,Donald Martin,0,0,1,3,0,-0.22928,1.66782,-0.49566,0.246135,12,23,33,31,18
Hargreaves LLC,Albert Lewis,0,1,11,5,0,-0.0505682,-0.864214,-1.40434,1.1983,11,27,41,17,28
Hargreaves LLC,Elizabeth Allen,0,0,11,5,0,0.160578,0.482742,0.437151,0.351829,12,20,36,28,29
Hargreaves LLC,Megan Harris,0,0,0,1,0,-0.93735,-1.71055,-0.832167,-1.17473,21,20,44,10,16
Hargreaves LLC,Georgia Boyle,0,0,0,3,0,-0.229593,0.342485,-0.854373,3.16526,14,30,45,18,10
Hargreaves LLC,Joan Steele,0,0,5,1,0,0.477898,0.698533,-0.0427505,-0.848405,17,38,76,11,12
Hargreaves LLC,Gillian Doyle,0,0,9,3,0,-0.396836,1.47154,0.140939,-0.00833482,22,43,54,11,15
Hargreaves LLC,Stephanie Richardson,0,0,12,1,0,-1.28731,0.249447,-0.89609,0.181208,7,16,37,26,22
Hargreaves LLC,Neil Butcher,0,0,1,5,0,-0.147036,0.365905,-0.745034,1.31087,7,23,27,26,32
Hargreaves LLC,Patrick Roberts,0,0,10,2,0,0.79854,-0.562536,-0.410381,-1.06077,12,11,27,39,43
Hargreaves LLC,Alexandra Young,0,1,13,1,0,-1.39554,-0.593368,-0.952943,-0.550363,5,1,13,60,45
Hargreaves LLC,Toby Cox,0,0,15,6,0,0.0530386,0.838605,1.33629,0.0271127,10,37,45,16,21
Hargreaves LLC,Jamie Thompson,0,0,5,1,0,0.410898,0.658533,-0.11675,-0.824405,18,40,76,10,11
Hargreaves LLC,Nicole Walker,0,0,12,5,0,-0.955388,-0.83393,-1.15648,-0.840322,8,15,22,35,30
Hargreaves LLC,Hollie Evans,0,0,17,4,0,-0.605569,-0.506159,-1.3422,0.523561,13,10,20,47,57
Hargreaves LLC,Joyce Harris,0,0,17,2,0,-0.0902795,-1.15685,-0.139553,-0.0345729,6,14,32,43,27
Hargreaves LLC,James Wade,0,0,14,1,0,-1.78752,-1.89348,-1.92341,0.65048,10,15,38,33,36
Hargreaves LLC,Joel Cook,0,0,9,3,0,-0.79446,0.257002,-1.12982,-1.08407,4,6,3,52,53
Hargreaves LLC,Tom Bibi,0,0,6,6,0,-1.11438,-0.954673,-1.05186,-0.255687,7,24,35,25,31
Hargreaves LLC,Beth Martin,0,0,12,3,0,-1.15436,-0.702666,-1.40303,0.565972,10,13,19,45,33
Hargreaves LLC,Graham Walker,0,0,14,3,0,-0.412897,-1.75805,-1.29161,-0.237341,18,29,45,15,18
Hargreaves LLC,Ricky Jackson,0,0,12,3,0,0.492525,0.111159,0.248265,0.656303,21,37,56,6,7
Hargreaves LLC,Fiona Roberts,0,0,8,4,1,3.1272,1.17674,0.903704,0.719511,8,12,13,35,38
Hargreaves LLC,Alison Williams,0,0,5,4,0,0.110648,0.993827,-0.0533975,0.831927,13,24,38,23,25
Hargreaves LLC,Roger Cole,0,0,3,1,0,-0.0785946,-0.410899,-0.538766,2.10041,13,17,30,38,34
Hargreaves LLC,Danny Kaur,0,0,13,1,0,0.344977,0.0779609,-0.710552,-1.4947,12,25,23,40,29
Jackson-Jackson,Charlene Shaw,0,0,17,1,0,0.439615,0.0305282,0.851019,0.430948,14,34,37,23,31
Jackson-Jackson,Leonard Kaur,0,0,0,2,0,-0.15728,-0.437265,-0.922764,0.904433,19,36,59,11,12
Jackson-Jackson,Carly Edwards,0,0,14,5,0,-0.614121,-0.748731,-0.581309,-1.31261,9,35,33,17,17
Jackson-Jackson,Richard Wilson,0,0,16,3,0,-0.847578,0.239725,0.336568,-0.670073,13,20,43,28,29
Jackson-Jackson,Christopher Collins,0,0,15,5,1,0.77453,1.47923,0.547458,1.28618,0,7,3,71,47
Baker LLC,Katherine Bull,0,0,15,3,1,0.409212,0.665598,4.09097,-0.686834,2,8,7,54,59
Baker LLC,Leon Roberts,0,0,17,4,0,-0.193447,-0.390744,-0.218216,-0.629006,20,36,61,2,15
Baker LLC,Dylan Winter,0,0,0,1,0,-0.91335,-1.61655,-0.813167,-1.06073,20,17,40,7,17
Baker LLC,Steven Martin,0,0,6,3,0,-0.434444,-0.591135,-0.996071,-1.13949,12,27,39,33,27
Baker LLC,Derek Kerr,0,0,6,6,0,-0.333611,-0.645872,-0.483135,0.0797572,14,26,38,20,17
Baker LLC,Jean Hilton,0,0,17,2,0,1.04222,0.265879,0.372113,-1.12783,21,41,58,5,3
Baker LLC,Emily Preston,0,0,17,3,0,1.29297,0.941365,0.481399,-0.233892,19,29,56,18,23
Baker LLC,Duncan Perry,0,0,0,1,0,-0.731186,-1.82567,-0.515684,-1.3224,15,29,50,8,8
Baker LLC,Kirsty Harrison,0,0,9,5,0,0.264794,0.539785,-0.400363,1.07774,11,29,34,25,27
Baker LLC,Nicola Fry,0,0,8,6,0,-0.122281,0.371273,1.51325,0.543369,18,35,42,17,18
Baker LLC,Antony Watts,0,0,17,3,0,-1.05483,-1.52136,-1.44243,0.535251,0,2,4,46,60
Baker LLC,Bruce Smith,0,0,14,4,0,-0.100095,1.40444,-0.293935,0.330088,7,13,21,56,46
Baker LLC,Brandon Allan,0,0,15,5,0,-0.540003,1.11349,-0.89386,0.084255,11,43,38,27,23
Baker LLC,Abigail Clarke,0,0,14,6,0,0.186587,-0.891612,0.0877362,1.24301,14,23,19,25,27
Baker LLC,Debra Hughes,0,0,10,4,0,0.26093,0.410605,1.68236,0.865948,18,24,27,30,33
Baker LLC,Teresa Carpenter,0,0,11,5,0,0.113578,0.592742,0.259151,0.438829,13,22,32,28,28
Baker LLC,Andrew Davies,0,0,15,4,0,1.18082,2.66408,-0.520504,-0.313587,9,17,37,14,20
Baker LLC,William Smith,0,0,15,3,0,-0.0583304,-1.22048,0.084926,-1.51232,11,10,31,33,33
Baker LLC,Bruce Jones,0,0,0,3,0,-1.08667,-1.43249,-1.30771,-0.0825962,7,11,7,45,51
Baker LLC,Laura Bevan,0,0,11,5,0,-0.491864,-0.194008,-1.17765,-0.992392,2,7,10,56,49
Baker LLC,Louise Begum,0,0,11,1,0,-0.134711,-0.873584,-1.34133,0.913532,3,1,8,67,61
Baker LLC,Pauline Smith,0,0,17,1,0,-0.945996,-0.416914,-0.499734,-0.24284,2,9,29,42,34
Baker LLC,Judith Smith,0,0,12,2,0,0.860934,-1.51467,-1.82326,-1.78054,17,29,54,2,1
Baker LLC,Rosie Morris,0,0,3,2,0,-1.83776,-1.15503,-1.94303,-0.212305,11,16,34,37,29
Robinson-Payne,Allan Saunders,0,0,0,5,0,0.307891,0.787637,0.129164,0.730719,20,28,50,13,17
Robinson-Payne,Lydia Lewis,0,0,6,1,0,-0.500933,-0.456852,-0.424135,0.385986,8,21,32,26,32
Robinson-Payne,John Lee,0,0,17,4,0,-0.993822,-1.91648,-0.815355,-0.561317,10,10,23,34,44
Robinson-Payne,Marie Evans,0,0,17,5,0,0.886138,-0.207754,0.434597,1.34812,3,7,8,51,50
Robinson-Payne,Catherine Kay,0,0,12,3,0,0.376525,0.0531593,0.237265,0.826303,22,41,59,4,7
Robinson-Payne,Sarah Richardson,0,0,1,3,0,-0.0798673,2.25165,-0.534242,1.57996,7,12,18,56,28
Robinson-Payne,Gareth Thomas,0,0,11,3,0,0.356194,0.102759,0.209939,0.313366,14,29,47,15,25
Robinson-Payne,Jeffrey Houghton,0,0,11,5,0,0.105578,0.481742,0.289151,0.299829,17,21,33,27,26
Robinson-Payne,Geoffrey Carter,0,0,16,3,0,-1.14832,-0.690409,0.233265,-1.22609,-2,4,4,60,64
Robinson-Payne,Victoria Davey,0,1,4,6,1,2.22263,1.6856,0.639396,1.01647,2,7,2,53,49
Robinson-Payne,Joe Young,0,0,1,2,0,-0.935018,-0.507231,-1.37631,-0.181905,13,20,28,33,33
Robinson-Payne,Carol Evans,0,1,14,5,1,1.15417,0.582933,0.870859,1.07556,5,5,1,59,58
Robinson-Payne,Melanie Coleman,0,0,15,5,0,0.0838629,0.832217,1.07336,-1.73924,14,40,62,16,10
Robinson-Payne,Kathleen Roberts,0,0,3,4,0,-0.748108,-0.807183,0.0657014,0.698184,8,13,28,39,56
Robinson-Payne,Lauren Weston,0,0,6,3,0,0.0321387,1.30168,0.757923,-1.57651,15,28,43,9,17
Robinson-Payne,Karen Sheppard,0,1,17,5,0,-0.52961,-0.746101,-0.99486,-0.895853,10,23,31,29,44
Robinson-Payne,Pamela Cooper,0,0,8,4,0,0.910443,-0.941909,-1.36883,-0.0194037,0,5,2,50,49
Robinson-Payne,Max Harrison,0,0,6,1,0,-0.16379,1.6346,-0.361125,-0.159631,1,1,6,60,59
Robinson-Payne,Marcus Anderson,0,0,0,5,0,-0.0671763,-0.128791,-0.519312,1.36401,15,25,33,39,23
Robinson-Payne,Lydia Stevens,0,1,9,3,0,0.883738,0.633854,-0.451922,0.407228,10,17,32,24,25
Robinson-Payne,Lauren Lowe,0,0,8,4,1,3.26249,0.638351,1.49139,0.668409,2,9,9,65,60
Robinson-Payne,Jasmine Foster,0,0,8,3,0,-1.2231,-0.312043,1.7759,-1.57643,21,44,52,5,9
Robinson-Payne,Amelia Ellis,0,0,14,5,0,-0.479983,-0.975964,-0.983298,0.207839,14,35,40,37,28
Robinson-Payne,Eileen Wade,0,0,15,6,1,-0.712363,0.678427,2.41782,-0.640455,3,10,11,47,31
Robinson-Payne,Abdul Shepherd,0,0,8,6,0,0.64426,0.654947,1.46144,-0.528724,4,22,28,39,31
Robinson-Payne,Holly Collins,0,0,16,3,0,-0.729815,0.793512,1.56955,-0.692075,14,21,43,21,25
Robinson-Payne,Joseph Harrison,0,0,6,5,0,0.070902,0.398612,-0.982213,-0.723798,6,8,12,58,55
Robinson-Payne,Olivia Brown,0,0,2,6,0,-1.00835,-0.974169,-1.19994,-1.05395,16,41,47,21,16
Robinson-Payne,Edward Lewis,0,0,4,6,0,0.995314,-0.333758,-0.24955,-0.318305,11,22,37,28,34
Robinson-Payne,Melissa Davison,0,0,6,3,0,-0.403444,-0.511135,-1.17707,-1.16049,12,27,40,32,28
Robinson-Payne,Leonard Bibi,0,0,14,1,0,-0.483787,-0.838998,-0.259058,2.8777,2,15,14,64,41
Robinson-Payne,Christian Hayward,0,0,2,5,1,1.1972,2.15101,1.47798,0.720165,9,11,12,49,39
Robinson-Payne,Brian Mills,0,0,15,4,0,-0.115477,1.50404,-1.08708,-0.36617,9,13,22,43,49
Robinson-Payne,Debra Francis,0,0,0,5,0,0.0748237,-0.0567915,-0.544312,1.40601,14,24,33,41,26
Robinson-Payne,Natalie Davison,0,0,9,4,0,0.133216,0.737444,-0.0902905,-0.787421,11,12,23,39,46
Davidson-Hill,Carolyn Peacock,0,0,17,5,0,0.881709,-0.120185,0.596586,1.36325,7,9,14,43,59
Davidson-Hill,Aaron Williams,0,0,14,1,1,1.39977,2.23464,-0.161456,2.52994,0,3,2,65,65
Davidson-Hill,Garry Moore,0,0,12,3,0,-0.432229,-0.671998,-0.460216,-1.31495,13,20,27,46,19
Davidson-Hill,Mathew Jones,0,0,16,6,0,-0.445505,-0.825231,2.46354,-0.225202,10,21,37,30,32
Davidson-Hill,Wayne Phillips,0,1,17,1,0,-0.559412,-0.447327,0.629685,0.612732,16,23,41,24,29
Davidson-Hill,Anne Sims,0,0,8,6,0,0.640083,0.873488,0.0786184,-0.373691,20,32,52,22,13
Davidson-Hill,Leigh Fuller,0,0,9,2,0,-0.404485,-0.591353,0.249704,-0.376202,13,22,52,15,17
Davidson-Hill,Rita Davies,0,0,1,5,0,-0.884233,0.147571,-0.0494991,-0.257344,5,23,24,34,36
Davidson-Hill,Samantha Robson,0,0,9,4,0,-0.620923,-0.421667,-0.225702,-1.27631,2,7,6,63,71
Davidson-Hill,Grace Butler,0,0,0,1,0,0.106139,0.865078,0.275993,1.34323,13,24,21,37,40
Davidson-Hill,Richard Jones,0,0,11,2,0,-0.950271,-0.71396,-0.868641,0.214621,18,25,31,17,22
Davidson-Hill,Jasmine Howell,0,0,12,5,0,1.14311,-0.0289109,0.0148403,0.799754,3,5,7,52,55
Davidson-Hill,Elliott Robinson,0,0,15,3,0,-0.0167438,-0.806916,-0.274833,0.0892879,13,31,37,27,33
Davidson-Hill,Henry Hodgson,0,0,14,5,0,-0.198772,-1.16483,-0.857034,-1.26778,22,47,56,4,3
Davidson-Hill,Daniel Hughes,0,0,4,6,0,-0.516618,-1.09076,-0.826336,-0.467073,20,37,58,21,13
Davidson-Hill,Jade Hill,0,0,11,2,0,-0.984311,-1.58642,-1.8137,-0.0739075,8,25,33,38,34
Davidson-Hill,Billy Parker,0,0,17,4,0,0.501955,0.267458,0.527506,-0.323825,23,24,48,12,18
Davidson-Hill,Georgina Mason,0,0,17,5,0,-0.681795,0.070381,0.891487,-1.55589,8,44,42,11,19
Davidson-Hill,Annette Hall,0,0,3,1,0,-0.105634,0.0556477,-0.515186,1.33896,2,5,23,46,54
Davidson-Hill,Tracy Garner,0,0,12,4,0,-0.462926,-1.04776,-1.15933,-1.37311,5,8,13,58,57
Davidson-Hill,Marion Parkin,0,0,9,4,0,-0.242417,0.884831,1.79193,0.928535,5,6,12,53,42
Davidson-Hill,Josephine Green,0,0,17,1,0,-0.989996,-0.332915,-0.491734,-0.17984,1,9,28,42,35
Davidson-Hill,Jonathan Ryan,0,0,6,5,0,0.094902,0.391612,-0.896213,-0.671798,4,2,10,54,56
Davidson-Hill,Judith Howard,0,0,6,3,0,-0.412797,0.280954,-0.522633,-0.387466,14,31,53,21,19
Davidson-Hill,Shaun Howard,0,0,5,1,0,0.468898,0.592533,-0.11975,-0.836405,14,37,77,8,12
Davidson-Hill,Amanda Rogers,0,0,2,1,0,0.805138,1.61715,0.623038,0.486367,11,20,28,30,26
Davidson-Hill,Vincent Palmer,0,0,15,3,0,-1.54743,-1.07336,1.99127,-1.38881,21,37,68,4,7
Davidson-Hill,Adrian Lee,0,1,12,5,0,1.26211,-0.0789109,0.17284,0.674754,1,-1,10,54,57
Davidson-Hill,Abigail Thompson,0,0,15,1,0,0.5058,0.717961,-0.217357,2.05593,8,7,16,45,33
Davidson-Hill,Kenneth Coles,0,0,9,5,0,0.311794,0.537785,-0.262363,1.06574,14,31,36,27,27
Davidson-Hill,Rosemary Hamilton,0,0,14,1,0,-0.400621,-1.04225,-0.875256,-0.944323,15,24,32,30,32
Davidson-Hill,Carolyn Slater,0,0,0,3,0,-0.339074,-0.899033,-0.0693281,-0.133493,18,38,68,3,1
Davidson-Hill,Josh Robertson,0,0,9,6,0,-0.545266,-0.554292,-0.28348,-1.02964,2,11,9,61,43
Davidson-Hill,Carl Parry,0,0,17,5,0,-0.601795,0.046381,0.965487,-1.54789,2,44,39,11,23
Davidson-Hill,Leah James,0,0,9,3,0,-0.82299,-0.452913,-0.969865,0.943671,12,18,33,31,22
Davidson-Hill,Jessica O'Brien,0,0,6,1,0,-0.505933,-0.390852,-0.457135,0.419986,11,17,28,28,31
Davidson-Hill,Heather Macdonald,0,0,3,4,0,-0.983957,-0.498265,-1.27045,-0.71451,11,18,25,37,22
Davidson-Hill,Maria Davies,0,0,17,3,0,-1.14683,-1.46136,-1.37043,0.646251,1,4,4,45,59
Davidson-Hill,Marie Morgan,0,1,1,4,1,-0.0714883,0.26044,0.436051,1.95408,3,5,4,54,61
Davidson-Hill,Michelle Richards,0,0,2,5,1,2.10969,2.80378,0.862837,0.947118,6,7,14,47,54
Davidson-Hill,Holly Davies,0,0,8,4,0,-0.455602,-0.580813,-0.503692,1.1773,3,3,-1,62,62
Davidson-Hill,Adam Barnes,0,0,3,1,0,-1.17018,-1.56364,-0.832285,1.13538,4,21,20,35,35
Davidson-Hill,Jean Warner,0,0,15,3,0,-0.13833,-1.23748,0.156926,-1.50532,10,12,29,35,37
Davidson-Hill,Carol Green,0,0,1,4,0,1.30612,1.40524,-0.689237,0.0843381,6,5,14,55,46
Davidson-Hill,Hannah Taylor,0,0,6,1,0,-1.10205,-0.85751,-0.898293,-0.115873,12,19,25,33,35
Davidson-Hill,Elliot Hammond,0,0,13,1,0,0.0188456,-0.604401,-0.147849,-0.425554,19,18,62,12,10
Davidson-Hill,Maureen Reed,0,1,13,1,0,0.362457,0.7249,0.0102895,0.504665,14,30,38,30,24
Davidson-Hill,Andrew Shaw,0,0,13,1,0,0.368457,0.7939,0.0782895,0.614665,14,30,36,30,22
Davidson-Hill,Mohammad Bennett,0,0,16,3,0,0.340292,1.72944,1.89106,0.142804,17,21,56,18,27
Davidson-Hill,Carolyn Patel,0,0,17,1,0,0.823913,-0.290765,0.154068,0.054219,15,29,47,13,18
Davidson-Hill,Martin Martin,0,0,3,3,0,-0.332503,-1.18065,-0.711071,0.929087,9,8,10,42,50
Davidson-Hill,Georgia Williams,0,0,12,6,0,0.234892,0.0862249,-0.483991,1.2399,16,24,33,21,23
Davidson-Hill,Bethan Hicks,0,0,12,5,0,0.0614333,0.211233,-0.847226,-0.298067,18,16,36,20,32
Davidson-Hill,Amanda Scott,0,0,17,5,0,0.757138,-0.203754,0.574597,1.45212,2,4,5,51,50
Davidson-Hill,Hayley Clark,0,0,12,2,0,-0.567354,-0.223717,-0.555368,0.652527,7,9,7,63,51
Davidson-Hill,Pamela Martin,0,0,17,2,0,-0.547412,-1.09484,-0.943288,-1.76826,9,10,18,51,35
Davidson-Hill,Marian Patel,0,0,16,6,0,-1.03827,-0.0518676,0.838773,-1.29278,5,9,20,44,50
Davidson-Hill,James Burke,0,0,5,1,0,-0.680989,1.21616,-0.652341,0.601838,11,29,49,19,19
Davidson-Hill,Dennis Day,0,0,17,3,0,1.28565,2.10621,1.19755,0.156286,7,22,39,37,29
Davidson-Hill,Joan Gray,0,0,17,2,0,0.0584537,-1.72041,-0.798387,-1.01329,20,41,52,16,13
Davidson-Hill,Jack Thomas,0,0,17,3,0,1.03139,-0.493042,0.100423,0.370591,15,25,46,14,14
Davidson-Hill,Diana Morgan,0,0,12,1,0,0.493534,0.0670707,0.0645838,1.04354,13,12,31,29,36
Davidson-Hill,Lindsey Morgan,0,0,3,4,0,-0.394464,-1.09264,-0.198018,0.874325,19,32,43,15,20
